Sequence Number,Time (seconds),Temperature (°C)
1111,9:15:30,23.625
1112,9:16:00,23.625
1113,9:16:30,23.625
1114,9:17:00,23.625
1115,9:17:30,23.625
1116,9:18:00,23.625
1117,9:18:30,23.5625
1118,9:19:00,23.5625
1119,9:19:30,23.625
1120,9:20:00,23.625
1121,9:20:30,23.625
1122,9:21:00,23.625
1123,9:21:30,23.625
1124,9:22:00,23.625
1125,9:22:30,23.625
1126,9:23:00,23.625
1127,9:23:30,23.625
1128,9:24:00,23.625
1129,9:24:30,23.625
1130,9:25:00,23.625
1131,9:25:30,23.625
1132,9:26:00,23.625
1133,9:26:30,23.5625
1134,9:27:00,23.625
1135,9:27:30,23.625
1136,9:28:00,23.625
1137,9:28:30,23.5625
1138,9:29:00,23.5625
1139,9:29:30,23.625
1140,9:30:00,23.5625
1141,9:30:30,23.5625
1142,9:31:00,23.5625
1143,9:31:30,23.5625
1144,9:32:00,23.5625
1145,9:32:30,23.625
1146,9:33:00,23.5625
1147,9:33:30,23.625
1148,9:34:00,23.5625
1149,9:34:30,23.5625
1150,9:35:00,23.5625
1151,9:35:30,23.625
1152,9:36:00,23.625
1153,9:36:30,23.625
1154,9:37:00,23.625
1155,9:37:30,23.625
1156,9:38:00,23.625
1157,9:38:30,23.625
1158,9:39:00,23.625
1159,9:39:30,23.5625
1160,9:40:00,23.625
1161,9:40:30,23.5625
1162,9:41:00,23.5625
1163,9:41:30,23.625
1164,9:42:00,23.5625
1165,9:42:30,23.625
1166,9:43:00,23.5625
1167,9:43:30,23.625
1168,9:44:00,23.5625
1169,9:44:30,23.625
1170,9:45:00,23.5625
1171,9:45:30,23.625
1172,9:46:00,23.5625
1173,9:46:30,23.625
1174,9:47:00,23.5625
1175,9:47:30,23.5625
1176,9:48:00,23.5625
1177,9:48:30,23.5625
1178,9:49:00,23.5625
1179,9:49:30,23.5625
1180,9:50:00,23.5625
1181,9:50:30,23.625
1182,9:51:00,23.625
1183,9:51:30,23.5625
1184,9:52:00,23.5625
1185,9:52:30,23.5
1186,9:53:00,23.5625
1187,9:53:30,23.5625
1188,9:54:00,23.5625
1189,9:54:30,23.5625
1190,9:55:00,23.5625
1191,9:55:30,23.5
1192,9:56:00,23.5625
1193,9:56:30,23.5625
1194,9:57:00,23.5625
1195,9:57:30,23.5625
1196,9:58:00,23.5625
1197,9:58:30,23.5625
1198,9:59:00,23.5625
1199,9:59:30,23.5625
1200,10:00:00,23.5625
1201,10:00:30,23.625
1202,10:01:00,23.5625
1203,10:01:30,23.5625
1204,10:02:00,23.625
1205,10:02:30,23.5625
1206,10:03:00,23.5
1207,10:03:30,23.625
1208,10:04:00,23.5625
1209,10:04:30,23.5625
1210,10:05:00,23.5625
1211,10:05:30,23.5625
1212,10:06:00,23.625
1213,10:06:30,23.5625
1214,10:07:00,23.5625
1215,10:07:30,23.5625
1216,10:08:00,23.5625
1217,10:08:30,23.5625
1218,10:09:00,23.5625
1219,10:09:30,23.5625
1220,10:10:00,23.5625
1221,10:10:30,23.5
1222,10:11:00,23.5625
1223,10:11:30,23.5625
1224,10:12:00,23.5625
1225,10:12:30,23.5625
1226,10:13:00,23.5625
1227,10:13:30,23.5625
1228,10:14:00,23.5625
1229,10:14:30,23.5625
1230,10:15:00,23.5
1231,10:15:30,23.5625
1232,10:16:00,23.5625
1233,10:16:30,23.5625
1234,10:17:00,23.5
1235,10:17:30,23.5625
1236,10:18:00,23.5625
1237,10:18:30,23.5
1238,10:19:00,23.5
1239,10:19:30,23.5
1240,10:20:00,23.5625
1241,10:20:30,23.5625
1242,10:21:00,23.5625
1243,10:21:30,23.5
1244,10:22:00,23.5625
1245,10:22:30,23.5625
1246,10:23:00,23.5
1247,10:23:30,23.5
1248,10:24:00,23.5
1249,10:24:30,23.5
1250,10:25:00,23.5
1251,10:25:30,23.5625
1252,10:26:00,23.5625
1253,10:26:30,23.5625
1254,10:27:00,23.5625
1255,10:27:30,23.5
1256,10:28:00,23.5
1257,10:28:30,23.5625
1258,10:29:00,23.5625
1259,10:29:30,23.5625
1260,10:30:00,23.5625
1261,10:30:30,23.5625
1262,10:31:00,23.5
1263,10:31:30,23.5625
1264,10:32:00,23.5625
1265,10:32:30,23.5
1266,10:33:00,23.5625
1267,10:33:30,23.5
1268,10:34:00,23.5
1269,10:34:30,23.5625
1270,10:35:00,23.5625
1271,10:35:30,23.5625
1272,10:36:00,23.5
1273,10:36:30,23.5625
1274,10:37:00,23.5
1275,10:37:30,23.5625
1276,10:38:00,23.5625
1277,10:38:30,23.5
1278,10:39:00,23.5625
1279,10:39:30,23.5
1280,10:40:00,23.5625
1281,10:40:30,23.5625
1282,10:41:00,23.5625
1283,10:41:30,23.5625
1284,10:42:00,23.5625
1285,10:42:30,23.5625
1286,10:43:00,23.5
1287,10:43:30,23.5625
1288,10:44:00,23.5
1289,10:44:30,23.5
1290,10:45:00,23.5625
1291,10:45:30,23.5
1292,10:46:00,23.5
1293,10:46:30,23.5
1294,10:47:00,23.5625
1295,10:47:30,23.5625
1296,10:48:00,23.5625
1297,10:48:30,23.5
1298,10:49:00,23.5625
1299,10:49:30,23.5625
1300,10:50:00,23.5625
1301,10:50:30,23.5625
1302,10:51:00,23.5625
1303,10:51:30,23.5
1304,10:52:00,23.5625
1305,10:52:30,23.5625
1306,10:53:00,23.5
1307,10:53:30,23.5625
1308,10:54:00,23.5625
1309,10:54:30,23.5625
1310,10:55:00,23.5
1311,10:55:30,23.5
1312,10:56:00,23.5625
1313,10:56:30,23.5625
1314,10:57:00,23.5625
1315,10:57:30,23.5
1316,10:58:00,23.5625
1317,10:58:30,23.5625
1318,10:59:00,23.5625
1319,10:59:30,23.5625
1320,11:00:00,23.5
1321,11:00:30,23.5625
1322,11:01:00,23.5625
1323,11:01:30,23.5
1324,11:02:00,23.5625
1325,11:02:30,23.5625
1326,11:03:00,23.5625
1327,11:03:30,23.5625
1328,11:04:00,23.5625
1329,11:04:30,23.5625
1330,11:05:00,23.5625
1331,11:05:30,23.5625
1332,11:06:00,23.5625
1333,11:06:30,23.5625
1334,11:07:00,23.5
1335,11:07:30,23.5625
1336,11:08:00,23.5
1337,11:08:30,23.5
1338,11:09:00,23.5625
1339,11:09:30,23.5625
1340,11:10:00,23.5
1341,11:10:30,23.5
1342,11:11:00,23.5625
1343,11:11:30,23.5
1344,11:12:00,23.5625
1345,11:12:30,23.5
1346,11:13:00,23.5625
1347,11:13:30,23.5625
1348,11:14:00,23.5
1349,11:14:30,23.5625
1350,11:15:00,23.5625
1351,11:15:30,23.5
1352,11:16:00,23.5625
1353,11:16:30,23.5
1354,11:17:00,23.5625
1355,11:17:30,23.5625
1356,11:18:00,23.5
1357,11:18:30,23.5
1358,11:19:00,23.5
1359,11:19:30,23.5
1360,11:20:00,23.5
1361,11:20:30,23.5
1362,11:21:00,23.5625
1363,11:21:30,23.5
1364,11:22:00,23.5
1365,11:22:30,23.5
1366,11:23:00,23.5
1367,11:23:30,23.5625
1368,11:24:00,23.5
1369,11:24:30,23.5
1370,11:25:00,23.5
1371,11:25:30,23.5
1372,11:26:00,23.5625
1373,11:26:30,23.5625
1374,11:27:00,23.5
1375,11:27:30,23.5
1376,11:28:00,23.5
1377,11:28:30,23.5
1378,11:29:00,23.5
1379,11:29:30,23.5
1380,11:30:00,23.5625
1381,11:30:30,23.5625
1382,11:31:00,23.5625
1383,11:31:30,23.5
1384,11:32:00,23.5625
1385,11:32:30,23.4375
1386,11:33:00,23.5625
1387,11:33:30,23.5
1388,11:34:00,23.5625
1389,11:34:30,23.5
1390,11:35:00,23.5
1391,11:35:30,23.5
1392,11:36:00,23.5
1393,11:36:30,23.5
1394,11:37:00,23.4375
1395,11:37:30,23.5
1396,11:38:00,23.5
1397,11:38:30,23.4375
1398,11:39:00,23.5
1399,11:39:30,23.4375
1400,11:40:00,23.5
1401,11:40:30,23.5
1402,11:41:00,23.5
1403,11:41:30,23.4375
1404,11:42:00,23.5
1405,11:42:30,23.4375
1406,11:43:00,23.4375
1407,11:43:30,23.4375
1408,11:44:00,23.5
1409,11:44:30,23.4375
1410,11:45:00,23.4375
1411,11:45:30,23.4375
1412,11:46:00,23.5
1413,11:46:30,23.5
1414,11:47:00,23.4375
1415,11:47:30,23.4375
1416,11:48:00,23.4375
1417,11:48:30,23.4375
1418,11:49:00,23.5
1419,11:49:30,23.5
1420,11:50:00,23.5
1421,11:50:30,23.5
1422,11:51:00,23.5
1423,11:51:30,23.4375
1424,11:52:00,23.5
1425,11:52:30,23.5
1426,11:53:00,23.4375
1427,11:53:30,23.5
1428,11:54:00,23.5
1429,11:54:30,23.4375
1430,11:55:00,23.5
1431,11:55:30,23.4375
1432,11:56:00,23.5
1433,11:56:30,23.5
1434,11:57:00,23.4375
1435,11:57:30,23.4375
1436,11:58:00,23.5
1437,11:58:30,23.5
1438,11:59:00,23.4375
1439,11:59:30,23.5
1440,12:00:00,23.4375
1441,12:00:30,23.5
1442,12:01:00,23.5
1443,12:01:30,23.5
1444,12:02:00,23.5
1445,12:02:30,23.5
1446,12:03:00,23.5
1447,12:03:30,23.5
1448,12:04:00,23.4375
1449,12:04:30,23.5
1450,12:05:00,23.4375
1451,12:05:30,23.4375
1452,12:06:00,23.5
1453,12:06:30,23.5
1454,12:07:00,23.5
1455,12:07:30,23.5
1456,12:08:00,23.5
1457,12:08:30,23.5
1458,12:09:00,23.4375
1459,12:09:30,23.5
1460,12:10:00,23.5
1461,12:10:30,23.4375
1462,12:11:00,23.5
1463,12:11:30,23.4375
1464,12:12:00,23.4375
1465,12:12:30,23.5
1466,12:13:00,23.5
1467,12:13:30,23.4375
1468,12:14:00,23.5
1469,12:14:30,23.4375
1470,12:15:00,23.5
1471,12:15:30,23.5
1472,12:16:00,23.5
1473,12:16:30,23.4375
1474,12:17:00,23.5
1475,12:17:30,23.5
1476,12:18:00,23.4375
1477,12:18:30,23.5
1478,12:19:00,23.4375
1479,12:19:30,23.4375
1480,12:20:00,23.5
1481,12:20:30,23.4375
1482,12:21:00,23.5
1483,12:21:30,23.5
1484,12:22:00,23.4375
1485,12:22:30,23.5
1486,12:23:00,23.5
1487,12:23:30,23.5
1488,12:24:00,23.5
1489,12:24:30,23.5
1490,12:25:00,23.4375
1491,12:25:30,23.4375
1492,12:26:00,23.4375
1493,12:26:30,23.5
1494,12:27:00,23.4375
1495,12:27:30,23.4375
1496,12:28:00,23.5
1497,12:28:30,23.4375
1498,12:29:00,23.5
1499,12:29:30,23.4375
1500,12:30:00,23.5
1501,12:30:30,23.4375
1502,12:31:00,23.5
1503,12:31:30,23.4375
1504,12:32:00,23.4375
1505,12:32:30,23.5
1506,12:33:00,23.5
1507,12:33:30,23.4375
1508,12:34:00,23.4375
1509,12:34:30,23.5
1510,12:35:00,23.4375
1511,12:35:30,23.375
1512,12:36:00,23.4375
1513,12:36:30,23.4375
1514,12:37:00,23.4375
1515,12:37:30,23.4375
1516,12:38:00,23.4375
1517,12:38:30,23.4375
1518,12:39:00,23.4375
1519,12:39:30,23.4375
1520,12:40:00,23.4375
1521,12:40:30,23.4375
1522,12:41:00,23.4375
1523,12:41:30,23.4375
1524,12:42:00,23.4375
1525,12:42:30,23.4375
1526,12:43:00,23.4375
1527,12:43:30,23.4375
1528,12:44:00,23.4375
1529,12:44:30,23.4375
1530,12:45:00,23.4375
1531,12:45:30,23.4375
1532,12:46:00,23.4375
1533,12:46:30,23.375
1534,12:47:00,23.4375
1535,12:47:30,23.4375
1536,12:48:00,23.4375
1537,12:48:30,23.4375
1538,12:49:00,23.4375
1539,12:49:30,23.4375
1540,12:50:00,23.4375
1541,12:50:30,23.4375
1542,12:51:00,23.4375
1543,12:51:30,23.375
1544,12:52:00,23.4375
1545,12:52:30,23.4375
1546,12:53:00,23.4375
1547,12:53:30,23.4375
1548,12:54:00,23.4375
1549,12:54:30,23.4375
1550,12:55:00,23.4375
1551,12:55:30,23.4375
1552,12:56:00,23.4375
1553,12:56:30,23.4375
1554,12:57:00,23.4375
1555,12:57:30,23.5
1556,12:58:00,23.4375
1557,12:58:30,23.4375
1558,12:59:00,23.4375
1559,12:59:30,23.4375
1560,13:00:00,23.4375
1561,13:00:30,23.4375
1562,13:01:00,23.375
1563,13:01:30,23.3125
1564,13:02:00,23.0
1565,13:02:30,22.625
1566,13:03:00,22.625
1567,13:03:30,22.625
1568,13:04:00,22.6875
1569,13:04:30,22.6875
1570,13:05:00,22.75
1571,13:05:30,22.75
1572,13:06:00,22.6875
1573,13:06:30,22.75
1574,13:07:00,22.75
1575,13:07:30,22.75
1576,13:08:00,22.6875
1577,13:08:30,22.6875
1578,13:09:00,22.6875
1579,13:09:30,22.6875
1580,13:10:00,22.6875
1581,13:10:30,22.6875
1582,13:11:00,22.6875
1583,13:11:30,22.75
1584,13:12:00,22.6875
1585,13:12:30,22.6875
1586,13:13:00,22.6875
1587,13:13:30,22.6875
1588,13:14:00,22.6875
1589,13:14:30,22.6875
1590,13:15:00,22.75
1591,13:15:30,22.6875
1592,13:16:00,22.8125
1593,13:16:30,22.8125
1594,13:17:00,22.8125
1595,13:17:30,22.9375
1596,13:18:00,23.0
1597,13:18:30,23.0625
1598,13:19:00,23.0625
1599,13:19:30,23.0625
1600,13:20:00,23.0625
1601,13:20:30,23.125
1602,13:21:00,23.125
1603,13:21:30,23.0625
1604,13:22:00,23.0625
1605,13:22:30,23.125
1606,13:23:00,23.0625
1607,13:23:30,23.0625
1608,13:24:00,23.0625
1609,13:24:30,23.0625
1610,13:25:00,23.0625
1611,13:25:30,23.125
1612,13:26:00,23.0625
1613,13:26:30,23.0625
1614,13:27:00,23.0625
1615,13:27:30,23.0625
1616,13:28:00,23.0625
1617,13:28:30,23.0625
1618,13:29:00,23.0625
1619,13:29:30,23.0
1620,13:30:00,23.0
1621,13:30:30,23.0625
1622,13:31:00,23.0
1623,13:31:30,23.0625
1624,13:32:00,23.0625
1625,13:32:30,23.0
1626,13:33:00,23.0625
1627,13:33:30,23.0625
1628,13:34:00,23.0625
1629,13:34:30,23.0625
1630,13:35:00,23.0625
1631,13:35:30,23.0625
1632,13:36:00,23.0625
1633,13:36:30,23.125
1634,13:37:00,23.0625
1635,13:37:30,23.0625
1636,13:38:00,23.0
1637,13:38:30,23.0625
1638,13:39:00,23.125
1639,13:39:30,23.0625
1640,13:40:00,23.0625
1641,13:40:30,23.0625
1642,13:41:00,23.0625
1643,13:41:30,23.0625
1644,13:42:00,23.0
1645,13:42:30,23.0625
1646,13:43:00,23.125
1647,13:43:30,23.0625
1648,13:44:00,23.125
1649,13:44:30,23.0625
1650,13:45:00,23.0625
1651,13:45:30,23.0625
1652,13:46:00,23.125
1653,13:46:30,23.125
1654,13:47:00,23.125
1655,13:47:30,23.0625
1656,13:48:00,23.125
1657,13:48:30,23.0625
1658,13:49:00,23.125
1659,13:49:30,23.125
1660,13:50:00,23.125
1661,13:50:30,23.125
1662,13:51:00,23.125
1663,13:51:30,23.125
1664,13:52:00,23.125
1665,13:52:30,23.125
1666,13:53:00,23.1875
1667,13:53:30,23.125
1668,13:54:00,23.125
1669,13:54:30,23.1875
1670,13:55:00,23.125
1671,13:55:30,23.1875
1672,13:56:00,23.1875
1673,13:56:30,23.125
1674,13:57:00,23.125
1675,13:57:30,23.125
1676,13:58:00,23.1875
1677,13:58:30,23.125
1678,13:59:00,23.1875
1679,13:59:30,23.1875
1680,14:00:00,23.1875
1681,14:00:30,23.125
1682,14:01:00,23.1875
1683,14:01:30,23.125
1684,14:02:00,23.1875
1685,14:02:30,23.125
1686,14:03:00,23.1875
1687,14:03:30,23.1875
1688,14:04:00,23.1875
1689,14:04:30,23.1875
1690,14:05:00,23.1875
1691,14:05:30,23.125
1692,14:06:00,23.125
1693,14:06:30,23.1875
1694,14:07:00,23.125
1695,14:07:30,23.1875
1696,14:08:00,23.125
1697,14:08:30,23.1875
1698,14:09:00,23.1875
1699,14:09:30,23.1875
1700,14:10:00,23.1875
1701,14:10:30,23.1875
1702,14:11:00,23.1875
1703,14:11:30,23.1875
1704,14:12:00,23.125
1705,14:12:30,23.1875
1706,14:13:00,23.1875
1707,14:13:30,23.1875
1708,14:14:00,23.1875
1709,14:14:30,23.1875
1710,14:15:00,23.1875
1711,14:15:30,23.1875
1712,14:16:00,23.25
1713,14:16:30,23.1875
1714,14:17:00,23.25
1715,14:17:30,23.1875
1716,14:18:00,23.1875
1717,14:18:30,23.1875
1718,14:19:00,23.1875
1719,14:19:30,23.1875
1720,14:20:00,23.1875
1721,14:20:30,23.1875
1722,14:21:00,23.1875
1723,14:21:30,23.1875
1724,14:22:00,23.1875
1725,14:22:30,23.1875
1726,14:23:00,23.0
1727,14:23:30,22.625
1728,14:24:00,22.5
1729,14:24:30,22.4375
1730,14:25:00,22.5625
1731,14:25:30,22.5625
1732,14:26:00,22.5625
1733,14:26:30,22.5625
1734,14:27:00,22.5625
1735,14:27:30,22.5625
1736,14:28:00,22.625
1737,14:28:30,22.625
1738,14:29:00,22.625
1739,14:29:30,22.625
1740,14:30:00,22.625
1741,14:30:30,22.6875
1742,14:31:00,22.8125
1743,14:31:30,22.8125
1744,14:32:00,22.875
1745,14:32:30,22.875
1746,14:33:00,22.875
1747,14:33:30,22.9375
1748,14:34:00,22.9375
1749,14:34:30,23.0
1750,14:35:00,22.875
1751,14:35:30,22.875
1752,14:36:00,22.9375
1753,14:36:30,22.9375
1754,14:37:00,22.9375
1755,14:37:30,22.9375
1756,14:38:00,22.9375
1757,14:38:30,22.9375
1758,14:39:00,22.9375
1759,14:39:30,22.9375
1760,14:40:00,22.9375
1761,14:40:30,22.9375
1762,14:41:00,23.0
1763,14:41:30,22.9375
1764,14:42:00,22.9375
1765,14:42:30,22.9375
1766,14:43:00,22.9375
1767,14:43:30,22.9375
1768,14:44:00,22.9375
1769,14:44:30,22.9375
1770,14:45:00,23.0
1771,14:45:30,22.9375
1772,14:46:00,22.9375
1773,14:46:30,22.9375
1774,14:47:00,23.0
1775,14:47:30,22.9375
1776,14:48:00,22.9375
1777,14:48:30,23.0
1778,14:49:00,22.9375
1779,14:49:30,23.0
1780,14:50:00,23.0
1781,14:50:30,23.0
1782,14:51:00,23.0
1783,14:51:30,22.9375
1784,14:52:00,22.9375
1785,14:52:30,22.9375
1786,14:53:00,23.0
1787,14:53:30,23.0
1788,14:54:00,23.0
1789,14:54:30,23.0
1790,14:55:00,23.0
1791,14:55:30,23.0
1792,14:56:00,23.0
1793,14:56:30,23.0
1794,14:57:00,23.0
1795,14:57:30,23.0625
1796,14:58:00,23.0
1797,14:58:30,23.0
1798,14:59:00,23.0
1799,14:59:30,23.0
1800,15:00:00,23.0
1801,15:00:30,23.0
1802,15:01:00,23.0
1803,15:01:30,23.0
1804,15:02:00,23.0625
1805,15:02:30,23.0625
1806,15:03:00,23.0
1807,15:03:30,23.0
1808,15:04:00,23.0625
1809,15:04:30,23.0625
1810,15:05:00,23.0625
1811,15:05:30,23.0625
1812,15:06:00,23.0625
1813,15:06:30,23.0625
1814,15:07:00,23.0
1815,15:07:30,23.0
1816,15:08:00,23.0625
1817,15:08:30,23.0625
1818,15:09:00,23.0625
1819,15:09:30,23.0
1820,15:10:00,23.0625
1821,15:10:30,23.0625
1822,15:11:00,23.0625
1823,15:11:30,23.0625
1824,15:12:00,23.0625
1825,15:12:30,23.0625
1826,15:13:00,23.0625
1827,15:13:30,23.0
1828,15:14:00,23.125
1829,15:14:30,23.0625
1830,15:15:00,23.0625
1831,15:15:30,23.0625
1832,15:16:00,23.125
1833,15:16:30,23.125
1834,15:17:00,23.0625
1835,15:17:30,23.125
1836,15:18:00,23.0625
1837,15:18:30,23.125
1838,15:19:00,23.0625
1839,15:19:30,23.0625
1840,15:20:00,23.125
1841,15:20:30,23.0625
1842,15:21:00,23.125
1843,15:21:30,23.0625
1844,15:22:00,23.0625
1845,15:22:30,23.0625
1846,15:23:00,23.0625
1847,15:23:30,23.0625
1848,15:24:00,23.0625
1849,15:24:30,23.0625
1850,15:25:00,23.0625
1851,15:25:30,23.125
1852,15:26:00,23.125
1853,15:26:30,23.125
1854,15:27:00,23.125
1855,15:27:30,23.0625
1856,15:28:00,23.0625
1857,15:28:30,23.125
1858,15:29:00,23.0625
1859,15:29:30,23.125
1860,15:30:00,23.125
1861,15:30:30,23.125
1862,15:31:00,23.125
1863,15:31:30,23.125
1864,15:32:00,23.0625
1865,15:32:30,23.125
1866,15:33:00,23.0625
1867,15:33:30,23.1875
1868,15:34:00,23.125
1869,15:34:30,23.0625
1870,15:35:00,23.125
1871,15:35:30,23.0625
1872,15:36:00,23.125
1873,15:36:30,23.125
1874,15:37:00,23.125
1875,15:37:30,23.125
1876,15:38:00,23.125
1877,15:38:30,23.125
1878,15:39:00,23.1875
1879,15:39:30,23.125
1880,15:40:00,23.125
1881,15:40:30,23.125
1882,15:41:00,23.125
1883,15:41:30,23.125
1884,15:42:00,23.0625
1885,15:42:30,22.8125
1886,15:43:00,22.5
1887,15:43:30,22.4375
1888,15:44:00,22.5
1889,15:44:30,22.5625
1890,15:45:00,22.5625
1891,15:45:30,22.5625
1892,15:46:00,22.5625
1893,15:46:30,22.5625
1894,15:47:00,22.5625
1895,15:47:30,22.5
1896,15:48:00,22.625
1897,15:48:30,22.625
1898,15:49:00,22.625
1899,15:49:30,22.6875
1900,15:50:00,22.8125
1901,15:50:30,22.8125
1902,15:51:00,22.8125
1903,15:51:30,22.8125
1904,15:52:00,22.875
1905,15:52:30,22.875
1906,15:53:00,22.875
1907,15:53:30,22.875
1908,15:54:00,22.875
1909,15:54:30,22.875
1910,15:55:00,22.875
1911,15:55:30,22.875
1912,15:56:00,22.875
1913,15:56:30,22.875
1914,15:57:00,22.875
1915,15:57:30,22.9375
1916,15:58:00,22.875
1917,15:58:30,22.875
1918,15:59:00,22.875
1919,15:59:30,22.9375
1920,16:00:00,22.9375
1921,16:00:30,22.875
1922,16:01:00,22.875
1923,16:01:30,22.875
1924,16:02:00,22.9375
1925,16:02:30,22.875
1926,16:03:00,22.875
1927,16:03:30,22.875
1928,16:04:00,22.9375
1929,16:04:30,22.9375
1930,16:05:00,22.9375
1931,16:05:30,22.9375
1932,16:06:00,22.875
1933,16:06:30,22.9375
1934,16:07:00,22.9375
1935,16:07:30,22.9375
1936,16:08:00,22.9375
1937,16:08:30,22.9375
1938,16:09:00,22.9375
1939,16:09:30,23.0
1940,16:10:00,23.0
1941,16:10:30,23.0
1942,16:11:00,23.0
1943,16:11:30,22.9375
1944,16:12:00,23.0
1945,16:12:30,23.0
1946,16:13:00,23.0
1947,16:13:30,22.9375
1948,16:14:00,23.0
1949,16:14:30,23.0
1950,16:15:00,23.0
1951,16:15:30,23.0
1952,16:16:00,23.0
1953,16:16:30,22.9375
1954,16:17:00,23.0
1955,16:17:30,23.0
1956,16:18:00,22.9375
1957,16:18:30,23.0
1958,16:19:00,23.0
1959,16:19:30,22.9375
1960,16:20:00,22.9375
1961,16:20:30,23.0
1962,16:21:00,23.0
1963,16:21:30,23.0
1964,16:22:00,23.0
1965,16:22:30,23.0
1966,16:23:00,23.0
1967,16:23:30,23.0
1968,16:24:00,23.0
1969,16:24:30,23.0
1970,16:25:00,23.0
1971,16:25:30,23.0
1972,16:26:00,23.0
1973,16:26:30,23.0
1974,16:27:00,23.0
1975,16:27:30,23.0
1976,16:28:00,23.0
1977,16:28:30,23.0
1978,16:29:00,23.0
1979,16:29:30,23.0
1980,16:30:00,23.0
1981,16:30:30,23.0
1982,16:31:00,23.0625
1983,16:31:30,23.0625
1984,16:32:00,23.0
1985,16:32:30,23.0
1986,16:33:00,23.0
1987,16:33:30,23.0
1988,16:34:00,23.0
1989,16:34:30,23.0
1990,16:35:00,23.0
1991,16:35:30,23.0
1992,16:36:00,23.0
1993,16:36:30,23.0
1994,16:37:00,23.0
1995,16:37:30,23.0625
1996,16:38:00,23.0
1997,16:38:30,23.0625
1998,16:39:00,23.0625
1999,16:39:30,23.0625
2000,16:40:00,23.0625
2001,16:40:30,23.0
2002,16:41:00,23.0
2003,16:41:30,23.0
2004,16:42:00,23.0625
2005,16:42:30,23.0
2006,16:43:00,22.9375
2007,16:43:30,23.0
2008,16:44:00,23.0
2009,16:44:30,23.0
2010,16:45:00,23.0
2011,16:45:30,23.0
2012,16:46:00,23.0625
2013,16:46:30,23.0625
2014,16:47:00,23.0625
2015,16:47:30,23.0625
2016,16:48:00,23.125
2017,16:48:30,23.0625
2018,16:49:00,23.0625
2019,16:49:30,23.0625
2020,16:50:00,23.0625
2021,16:50:30,23.0625
2022,16:51:00,23.0625
2023,16:51:30,23.0625
2024,16:52:00,23.125
2025,16:52:30,23.0625
2026,16:53:00,23.125
2027,16:53:30,23.0625
2028,16:54:00,23.125
2029,16:54:30,23.125
2030,16:55:00,23.0625
2031,16:55:30,23.0625
2032,16:56:00,23.125
2033,16:56:30,23.0
2034,16:57:00,23.125
2035,16:57:30,23.0625
2036,16:58:00,23.0625
2037,16:58:30,23.125
2038,16:59:00,23.0625
2039,16:59:30,23.0625
2040,17:00:00,23.0625
2041,17:00:30,23.0625
2042,17:01:00,23.0
2043,17:01:30,22.625
2044,17:02:00,22.375
2045,17:02:30,22.375
2046,17:03:00,22.5
2048,17:04:00,22.5
2049,17:04:30,22.5625
2050,17:05:00,22.625
2051,17:05:30,22.5625
2052,17:06:00,22.5625
2053,17:06:30,22.5625
2054,17:07:00,22.5625
2055,17:07:30,22.625
2056,17:08:00,22.625
2057,17:08:30,22.625
2058,17:09:00,22.6875
2059,17:09:30,22.75
2060,17:10:00,22.8125
2061,17:10:30,22.8125
2062,17:11:00,22.875
2063,17:11:30,22.875
2064,17:12:00,22.8125
2065,17:12:30,22.8125
2066,17:13:00,22.8125
2067,17:13:30,22.8125
2068,17:14:00,22.875
2069,17:14:30,22.8125
2070,17:15:00,22.875
2071,17:15:30,22.875
2072,17:16:00,22.875
2073,17:16:30,22.8125
2074,17:17:00,22.8125
2075,17:17:30,22.8125
2076,17:18:00,22.875
2077,17:18:30,22.8125
2078,17:19:00,22.8125
2079,17:19:30,22.8125
2080,17:20:00,22.875
2081,17:20:30,22.8125
2082,17:21:00,22.875
2083,17:21:30,22.8125
2084,17:22:00,22.9375
2085,17:22:30,22.875
2086,17:23:00,22.875
2087,17:23:30,22.875
2088,17:24:00,22.875
2089,17:24:30,22.875
2090,17:25:00,22.875
2091,17:25:30,22.875
2092,17:26:00,22.875
2093,17:26:30,22.875
2094,17:27:00,22.875
2095,17:27:30,22.875
2096,17:28:00,22.9375
2097,17:28:30,22.875
2098,17:29:00,22.9375
2099,17:29:30,22.9375
2100,17:30:00,22.9375
2101,17:30:30,22.9375
2102,17:31:00,22.875
2103,17:31:30,22.9375
2104,17:32:00,22.875
2105,17:32:30,22.9375
2106,17:33:00,22.9375
2107,17:33:30,22.9375
2108,17:34:00,22.9375
2109,17:34:30,22.9375
2110,17:35:00,22.875
2111,17:35:30,22.9375
2112,17:36:00,22.9375
2113,17:36:30,22.9375
2114,17:37:00,22.9375
2115,17:37:30,22.9375
2116,17:38:00,22.875
2117,17:38:30,22.875
2118,17:39:00,22.9375
2119,17:39:30,22.9375
2120,17:40:00,22.9375
2121,17:40:30,22.9375
2122,17:41:00,22.9375
2123,17:41:30,22.9375
2124,17:42:00,23.0
2125,17:42:30,22.9375
2126,17:43:00,22.875
2127,17:43:30,22.9375
2128,17:44:00,22.875
2129,17:44:30,22.9375
2130,17:45:00,22.9375
2131,17:45:30,22.9375
2132,17:46:00,22.9375
2133,17:46:30,22.9375
2134,17:47:00,23.0
2135,17:47:30,23.0
2136,17:48:00,22.9375
2137,17:48:30,23.0
2138,17:49:00,22.9375
2139,17:49:30,23.0
2140,17:50:00,23.0
2141,17:50:30,23.0
2142,17:51:00,22.9375
